Clean_Alternative_Fuel_Vehicle_Type,VIN_(1-10),DOL_Vehicle_ID,Model_Year,Make,Model,Primary_Use,Electric_Range,Odometer_Reading,Odometer_Reading_Description,New_or_Used_Vehicle,Sale_Price,Sale_Date,Transaction_Type,Transaction_Date,Year,County,City,State,Postal_Code,Electric_Utility
Plug-in Hybrid Electric Vehicle (PHEV),3MW39FS0XP,224673963,2023,BMW,330e,Passenger,20,16,Actual Mileage,New,53045,2022-11-19,Original Title,2022-12-16,2022,King,REDMOND,WA,98052,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),3MW39FS0XR,261123012,2024,BMW,330e,Passenger,20,14,Actual Mileage,New,52202,2024-02-08,Original Title,2024-02-08,2024,Clark,VANCOUVER,WA,98664,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P7J01M,258923395,2021,BMW,330e,Passenger,22,19496,Actual Mileage,Used,31250,2023-11-26,Original Title,2023-12-21,2023,King,SEATTLE,WA,98199,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P7J02M,133924346,2021,BMW,330e,Passenger,22,16,Actual Mileage,New,47795,2020-11-23,Original Title,2020-12-24,2020,King,SEATTLE,WA,98102,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P7J03M,261886187,2021,BMW,330e,Passenger,22,13976,Actual Mileage,Used,30883,2024-03-08,Original Title,2024-03-21,2024,Clark,VANCOUVER,WA,98683,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P7J03N,203244037,2022,BMW,330e,Passenger,22,27,Actual Mileage,New,50020,2022-05-17,Original Title,2022-05-19,2022,Clark,VANCOUVER,WA,98661,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P7J04N,260907573,2022,BMW,330e,Passenger,22,32500,Actual Mileage,Used,29489,2024-01-15,Original Title,2024-01-26,2024,King,SEATTLE,WA,98125,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P7J05M,252619629,2021,BMW,330e,Passenger,22,21803,Actual Mileage,Used,37997,2023-08-31,Original Title,2023-09-01,2023,Pierce,FIFE,WA,98424,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P7J05N,180360491,2022,BMW,330e,Passenger,22,15,Actual Mileage,New,45805,2021-10-21,Original Title,2021-11-15,2021,Snohomish,BOTHELL,WA,98021,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P7J06M,132280452,2021,BMW,330e,Passenger,22,12,Actual Mileage,New,51416,2020-10-16,Original Title,2020-10-28,2020,King,BELLEVUE,WA,98008,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P7J06N,231192608,2022,BMW,330e,Passenger,22,6837,Actual Mileage,Used,45085,2023-02-13,Original Title,2023-03-06,2023,Pierce,TACOMA,WA,98407,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P7J07M,142101851,2021,BMW,330e,Passenger,22,19,Actual Mileage,New,47370,2021-02-04,Original Title,2021-02-08,2021,King,SEATTLE,WA,98112,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P7J07N,262043281,2022,BMW,330e,Passenger,22,30851,Actual Mileage,Used,32490,2023-12-27,Original Title,2024-01-17,2024,Snohomish,BOTHELL,WA,98021,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P7J08M,238907336,2021,BMW,330e,Passenger,22,10908,Actual Mileage,Used,42997,2023-04-30,Original Title,2023-05-30,2023,Pierce,SPANAWAY,WA,98387,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P7J08N,202469452,2022,BMW,330e,Passenger,22,16,Actual Mileage,New,46970,2022-05-22,Original Title,2022-06-21,2022,King,SEATTLE,WA,98101,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P7J0XM,235155462,2021,BMW,330e,Passenger,22,12685,Actual Mileage,Used,37500,2023-03-11,Original Title,2023-04-03,2023,King,REDMOND,WA,98052,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P7J0XN,219127016,2022,BMW,330e,Passenger,22,21,Actual Mileage,New,45640,2022-09-02,Original Title,2022-09-26,2022,King,SEATTLE,WA,98121,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P9J00M,133655378,2021,BMW,330e,Passenger,20,12,Actual Mileage,New,51645,2020-11-27,Original Title,2020-12-29,2020,King,SEATTLE,WA,98105,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P9J00N,177696571,2022,BMW,330e,Passenger,22,12,Actual Mileage,New,48340,2021-09-20,Original Title,2021-10-14,2021,King,MAPLE VALLEY,WA,98038,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P9J01M,171174846,2021,BMW,330e,Passenger,20,11,Actual Mileage,New,51215,2021-07-09,Original Title,2021-08-13,2021,King,SEATTLE,WA,98116,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P9J01N,195196480,2022,BMW,330e,Passenger,22,14,Actual Mileage,New,44950,2022-02-24,Original Title,2022-03-14,2022,Pierce,TACOMA,WA,98422,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P9J02M,140951597,2021,BMW,330e,Passenger,20,18,Actual Mileage,New,52025,2020-12-07,Original Title,2021-01-15,2021,King,SEATTLE,WA,98109,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P9J02N,193630083,2022,BMW,330e,Passenger,22,16,Actual Mileage,New,50670,2022-02-26,Original Title,2022-03-16,2022,King,RENTON,WA,98058,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P9J03M,147729557,2021,BMW,330e,Passenger,20,11,Actual Mileage,New,51500,2021-03-07,Original Title,2021-04-08,2021,King,REDMOND,WA,98052,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P9J03N,182134753,2022,BMW,330e,Passenger,22,99,Actual Mileage,New,51840,2021-10-31,Original Title,2021-11-24,2021,King,SEATTLE,WA,98109,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P9J04M,150195097,2021,BMW,330e,Passenger,20,20,Actual Mileage,New,52231,2021-03-27,Original Title,2021-04-26,2021,Clallam,PORT ANGELES,WA,98363,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P9J04N,193946350,2022,BMW,330e,Passenger,22,15,Actual Mileage,New,52420,2022-02-25,Original Title,2022-03-09,2022,King,SEATTLE,WA,98199,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P9J05M,133880750,2021,BMW,330e,Passenger,20,14,Actual Mileage,New,49147,2020-12-04,Original Title,2020-12-16,2020,Yakima,YAKIMA,WA,98902,PACIFICORP
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P9J05N,185153013,2022,BMW,330e,Passenger,22,4,Actual Mileage,New,49470,2021-11-07,Original Title,2021-12-08,2021,King,SEATTLE,WA,98101,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P9J06M,145760282,2021,BMW,330e,Passenger,20,17,Actual Mileage,New,51088,2021-02-26,Original Title,2021-03-24,2021,King,SEATTLE,WA,98112,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P9J06N,183392051,2022,BMW,330e,Passenger,22,30,Actual Mileage,New,53090,2021-11-19,Original Title,2021-12-22,2021,Pierce,LAKE TAPPS,WA,98391,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P9J07M,144516550,2021,BMW,330e,Passenger,20,9,Actual Mileage,New,50895,2021-01-31,Original Title,2021-03-09,2021,King,REDMOND,WA,98052,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P9J07N,180698822,2022,BMW,330e,Passenger,22,18,Actual Mileage,New,53335,2021-10-02,Original Title,2021-10-27,2021,Kitsap,BREMERTON,WA,98312,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P9J08M,152594186,2021,BMW,330e,Passenger,20,13,Actual Mileage,New,46550,2021-04-24,Original Title,2021-05-18,2021,Mason,ALLYN,WA,98524,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P9J08N,179277290,2022,BMW,330e,Passenger,22,13,Actual Mileage,New,50090,2021-09-23,Original Title,2021-10-20,2021,Clark,VANCOUVER,WA,98683,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P9J09M,139510521,2021,BMW,330e,Passenger,20,29,Actual Mileage,New,55000,2020-12-11,Original Title,2021-01-14,2021,King,ISSAQUAH,WA,98027,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P9J09N,182990090,2022,BMW,330e,Passenger,22,26,Actual Mileage,New,46700,2021-11-28,Original Title,2021-12-23,2021,King,KIRKLAND,WA,98033,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P9J0XM,153683379,2021,BMW,330e,Passenger,20,38,Actual Mileage,New,55000,2021-05-07,Original Title,2021-05-18,2021,King,SEATTLE,WA,98109,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P9J0XN,182733680,2022,BMW,330e,Passenger,22,17,Actual Mileage,New,51993,2021-11-24,Original Title,2021-11-30,2021,Pierce,UNIVERSITY PLACE,WA,98467,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Plug-in Hybrid Electric Vehicle (PHEV),4JGDA6DB0H,174170566,2017,MERCEDES-BENZ,GLE-Class,Passenger,10,18,Actual Mileage,New,70977,2016-12-15,Original Title,2017-02-25,2017,King,BELLEVUE,WA,98006,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),4JGDA6DB0J,162868716,2018,MERCEDES-BENZ,GLE-Class,Passenger,8,15,Actual Mileage,New,80155,2017-12-21,Original Title,2017-12-22,2017,Kitsap,SILVERDALE,WA,98383,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),4JGDA6DB1G,107419889,2016,MERCEDES-BENZ,GLE-Class,Passenger,10,49237,Actual Mileage,Used,31880,2020-05-25,Original Title,2020-06-08,2020,Snohomish,EVERETT,WA,98208,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),4JGDA6DB1H,196807481,2017,MERCEDES-BENZ,GLE-Class,Passenger,10,159,Actual Mileage,New,64189,2018-07-24,Original Title,2018-07-26,2018,Clark,VANCOUVER,WA,98684,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),4JGDA6DB1J,154354049,2018,MERCEDES-BENZ,GLE-Class,Passenger,8,27,Actual Mileage,New,63877,2017-12-31,Original Title,2018-01-19,2018,Snohomish,MUKILTEO,WA,98275,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),4JGDA6DB2G,475879400,2016,MERCEDES-BENZ,GLE-Class,Passenger,10,430,Actual Mileage,New,56500,2018-09-15,Original Title,2018-10-18,2018,King,BURIEN,WA,98166,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),4JGDA6DB2H,242053024,2017,MERCEDES-BENZ,GLE-Class,Passenger,10,4,Actual Mileage,New,62790,2017-05-13,Original Title,2017-06-02,2017,Cowlitz,LONGVIEW,WA,98632,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY
Plug-in Hybrid Electric Vehicle (PHEV),4JGDA6DB2J,456553352,2018,MERCEDES-BENZ,GLE-Class,Passenger,8,41,Actual Mileage,New,72837,2018-11-30,Original Title,2019-01-09,2019,Island,LANGLEY,WA,98260,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),4JGDA6DB3J,348274552,2018,MERCEDES-BENZ,GLE-Class,Passenger,8,11,Actual Mileage,New,76020,2018-01-02,Original Title,2018-01-31,2018,King,BELLEVUE,WA,98006,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),4JGDA6DB4G,132921995,2016,MERCEDES-BENZ,GLE-Class,Passenger,10,34379,Actual Mileage,Used,39797,2020-10-05,Original Title,2020-10-27,2020,Snohomish,SNOHOMISH,WA,98296,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),4JGDA6DB4J,104783906,2018,MERCEDES-BENZ,GLE-Class,Passenger,8,93,Actual Mileage,New,66700,2017-12-27,Original Title,2018-02-07,2018,King,NEWCASTLE,WA,98059,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),4JGDA6DB5G,199837081,2016,MERCEDES-BENZ,GLE-Class,Passenger,10,18296,Actual Mileage,Used,39980,2020-01-12,Transfer Title,2020-02-24,2020,King,KIRKLAND,WA,98033,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),4JGDA6DB5H,348452114,2017,MERCEDES-BENZ,GLE-Class,Passenger,10,17,Actual Mileage,New,65385,2017-07-25,Original Title,2017-08-04,2017,Kittitas,CLE ELUM,WA,98922,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),4JGDA6DB5J,289890317,2018,MERCEDES-BENZ,GLE-Class,Passenger,8,17,Actual Mileage,New,72798,2018-01-25,Original Title,2018-01-29,2018,King,SAMMAMISH,WA,98075,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),4JGDA6DB6G,218202015,2016,MERCEDES-BENZ,GLE-Class,Passenger,10,59260,Actual Mileage,Used,38273,2022-09-02,Original Title,2022-10-04,2022,Columbia,DAYTON,WA,99328,"BONNEVILLE POWER ADMINISTRATION||PACIFICORP||COLUMBIA RURAL ELEC ASSN, INC"
Plug-in Hybrid Electric Vehicle (PHEV),4JGDA6DB6H,111165708,2017,MERCEDES-BENZ,GLE-Class,Passenger,10,18,Actual Mileage,New,78015,2017-04-18,Original Title,2017-05-10,2017,Snohomish,WOODWAY,WA,98020,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),4JGDA6DB6J,478858600,2018,MERCEDES-BENZ,GLE-Class,Passenger,8,21607,Actual Mileage,New,52000,2019-09-14,Original Title,2019-10-17,2019,Clark,VANCOUVER,WA,98662,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),4JGDA6DB7G,477624465,2016,MERCEDES-BENZ,GLE-Class,Passenger,10,18133,Actual Mileage,Used,37880,2019-08-30,Original Title,2019-10-07,2019,Snohomish,LYNNWOOD,WA,98087,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),4JGDA6DB7H,350195716,2017,MERCEDES-BENZ,GLE-Class,Passenger,10,870,Actual Mileage,New,68000,2018-04-17,Original Title,2018-04-30,2018,King,RENTON,WA,98058,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),4JGDA6DB7J,147146212,2018,MERCEDES-BENZ,GLE-Class,Passenger,8,22,Actual Mileage,New,70685,2018-10-24,Original Title,2018-11-09,2018,King,SEATTLE,WA,98103,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),4JGDA6DB8H,179619919,2017,MERCEDES-BENZ,GLE-Class,Passenger,10,37056,Actual Mileage,Used,39880,2021-09-21,Original Title,2021-11-09,2021,Snohomish,LYNNWOOD,WA,98036,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),4JGDA6DB8J,138161131,2018,MERCEDES-BENZ,GLE-Class,Passenger,8,89,Actual Mileage,New,67732,2018-05-24,Original Title,2018-06-19,2018,King,SEATTLE,WA,98112,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),4JGDA6DB9H,148434058,2017,MERCEDES-BENZ,GLE-Class,Passenger,10,45863,Actual Mileage,Used,35688,2021-03-21,Original Title,2021-04-16,2021,Pierce,TACOMA,WA,98446,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Plug-in Hybrid Electric Vehicle (PHEV),4JGDA6DB9J,324335959,2018,MERCEDES-BENZ,GLE-Class,Passenger,8,14,Actual Mileage,New,69125,2017-12-10,Original Title,2018-01-10,2018,King,BELLEVUE,WA,98005,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),4JGDA6DBXG,161712092,2016,MERCEDES-BENZ,GLE-Class,Passenger,10,60650,Actual Mileage,Used,33488,2021-06-01,Original Title,2021-07-14,2021,Grant,MOSES LAKE,WA,98837,PUD NO 2 OF GRANT COUNTY
Plug-in Hybrid Electric Vehicle (PHEV),4JGDA6DBXH,145528246,2017,MERCEDES-BENZ,GLE-Class,Passenger,10,37224,Actual Mileage,Used,34880,2021-03-05,Original Title,2021-03-17,2021,Yakima,ZILLAH,WA,98953,PACIFICORP
Plug-in Hybrid Electric Vehicle (PHEV),4JGDA6DBXJ,171839965,2018,MERCEDES-BENZ,GLE-Class,Passenger,8,66,Actual Mileage,New,67933,2018-01-23,Original Title,2018-02-06,2018,Whatcom,BLAINE,WA,98230,CITY OF BLAINE - (WA)||PUD NO 1 OF WHATCOM COUNTY
Plug-in Hybrid Electric Vehicle (PHEV),4JGFB4GB0R,251948896,2024,MERCEDES-BENZ,GLE-Class,Passenger,48,14,Actual Mileage,New,89065,2023-08-19,Original Title,2023-09-15,2023,Snohomish,SNOHOMISH,WA,98290,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),4JGFB4GB1R,253413352,2024,MERCEDES-BENZ,GLE-Class,Passenger,48,21,Actual Mileage,New,82240,2023-08-25,Original Title,2023-09-15,2023,King,SEATTLE,WA,98125,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),4JGFB4GB2R,251382785,2024,MERCEDES-BENZ,GLE-Class,Passenger,48,7,Actual Mileage,New,87870,2023-08-17,Original Title,2023-09-06,2023,King,SEATTLE,WA,98112,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),4JGFB4GB3R,253644464,2024,MERCEDES-BENZ,GLE-Class,Passenger,48,6,Actual Mileage,New,82853,2023-08-28,Original Title,2023-09-01,2023,Snohomish,MARYSVILLE,WA,98271,NO KNOWN ELECTRIC UTILITY SERVICE
Plug-in Hybrid Electric Vehicle (PHEV),4JGFB4GB4R,253242440,2024,MERCEDES-BENZ,GLE-Class,Passenger,48,22,Actual Mileage,New,88085,2023-08-11,Original Title,2023-09-11,2023,King,BELLEVUE,WA,98007,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),4JGFB4GB5R,254441701,2024,MERCEDES-BENZ,GLE-Class,Passenger,48,13,Actual Mileage,New,79735,2023-08-19,Original Title,2023-09-07,2023,Snohomish,WOODINVILLE,WA,98072,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),4JGFB4GB6R,255246561,2024,MERCEDES-BENZ,GLE-Class,Passenger,48,75,Actual Mileage,New,77493,2023-09-22,Original Title,2023-10-02,2023,Clark,VANCOUVER,WA,98686,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),4JGFB4GB7R,257416792,2024,MERCEDES-BENZ,GLE-Class,Passenger,48,13,Actual Mileage,New,91765,2023-09-09,Original Title,2023-10-11,2023,Snohomish,EDMONDS,WA,98020,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),4JGFB4GB8R,253604998,2024,MERCEDES-BENZ,GLE-Class,Passenger,48,77,Actual Mileage,New,86685,2023-09-13,Original Title,2023-09-26,2023,Spokane,LIBERTY LAKE,WA,99019,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
Plug-in Hybrid Electric Vehicle (PHEV),4JGFB4GB9R,257199820,2024,MERCEDES-BENZ,GLE-Class,Passenger,48,10,Actual Mileage,New,88260,2023-08-18,Original Title,2023-09-07,2023,King,WOODINVILLE,WA,98072,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),4JGFB4GBXR,254144201,2024,MERCEDES-BENZ,GLE-Class,Passenger,48,10,Actual Mileage,New,81230,2023-08-18,Original Title,2023-08-31,2023,King,REDMOND,WA,98052,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),55SWF4HB0G,255084833,2016,MERCEDES-BENZ,C-Class,Passenger,11,80646,Actual Mileage,Used,16995,2023-09-27,Original Title,2023-11-03,2023,King,KIRKLAND,WA,98034,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),55SWF4HB0H,131550912,2017,MERCEDES-BENZ,C-Class,Passenger,8,13,Actual Mileage,New,61804,2017-08-21,Original Title,2017-08-23,2017,Kitsap,SILVERDALE,WA,98383,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),55SWF4HB1H,138177189,2017,MERCEDES-BENZ,C-Class,Passenger,8,27575,Actual Mileage,Used,23000,2020-12-17,Original Title,2021-01-25,2021,King,SEATTLE,WA,98105,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),55SWF4HB1J,1518317,2018,MERCEDES-BENZ,C-Class,Passenger,8,12,Actual Mileage,New,45785,2018-04-10,Original Title,2018-04-20,2018,Cowlitz,KELSO,WA,98626,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY
Plug-in Hybrid Electric Vehicle (PHEV),55SWF4HB2J,152700971,2018,MERCEDES-BENZ,C-Class,Passenger,8,23244,Actual Mileage,Used,26995,2021-05-11,Original Title,2021-06-18,2021,Lewis,CHEHALIS,WA,98532,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),55SWF4HB3J,226075202,2018,MERCEDES-BENZ,C-Class,Passenger,8,11,Actual Mileage,New,56059,2018-02-27,Original Title,2018-03-14,2018,Kitsap,BAINBRIDGE ISLAND,WA,98110,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),55SWF4HB4H,4532797,2017,MERCEDES-BENZ,C-Class,Passenger,8,25,Actual Mileage,New,47000,2017-09-12,Original Title,2017-10-26,2017,King,FEDERAL WAY,WA,98003,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),55SWF4HB5J,166418731,2018,MERCEDES-BENZ,C-Class,Passenger,8,16420,Actual Mileage,Used,28991,2021-05-30,Original Title,2021-06-05,2021,Snohomish,BOTHELL,WA,98012,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),55SWF4HB6J,122272230,2018,MERCEDES-BENZ,C-Class,Passenger,8,52,Actual Mileage,New,44946,2018-03-31,Original Title,2018-04-25,2018,King,SEATTLE,WA,98118,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),55SWF4HB7H,193708322,2017,MERCEDES-BENZ,C-Class,Passenger,8,53750,Actual Mileage,Used,28695,2022-01-31,Original Title,2022-02-16,2022,Pierce,TACOMA,WA,98407,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Plug-in Hybrid Electric Vehicle (PHEV),55SWF4HB8G,144299914,2016,MERCEDES-BENZ,C-Class,Passenger,11,27527,Actual Mileage,Used,23640,2020-11-20,Original Title,2021-02-10,2021,Kitsap,POULSBO,WA,98370,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),55SWF4HB8J,116781850,2018,MERCEDES-BENZ,C-Class,Passenger,8,10,Actual Mileage,New,46010,2018-04-10,Original Title,2018-04-17,2018,Clark,VANCOUVER,WA,98684,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),55SWF4HB9J,203128124,2018,MERCEDES-BENZ,C-Class,Passenger,8,12,Actual Mileage,New,45402,2018-04-12,Original Title,2018-04-16,2018,Clark,RIDGEFIELD,WA,98642,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),55SWF4HBXG,194979326,2016,MERCEDES-BENZ,C-Class,Passenger,11,38040,Actual Mileage,Used,18000,2022-02-24,Original Title,2022-03-14,2022,Clark,VANCOUVER,WA,98662,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),55SWF4HBXJ,227537418,2018,MERCEDES-BENZ,C-Class,Passenger,8,10,Actual Mileage,New,46502,2018-02-05,Original Title,2018-02-13,2018,Clark,BRUSH PRAIRIE,WA,98606,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
